N=2,N=5,N=8,N=10
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.94E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.10E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.33E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.02E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.93E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.32E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.92E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
-2.31E-01,1.91E-01,1.03E-01,1.11E-01
